samplingID;date;station;sample;number of shrimp;length
1;16/05/1983;1;1;1;11
1;16/05/1983;1;1;1;15
1;16/05/1983;1;2;1;12
1;16/05/1983;1;3;1;13
1;16/05/1983;1;3;1;12
1;16/05/1983;2;1;2;12
1;16/05/1983;3;1;1;16
2;25/05/1983;1;1;2;14
2;25/05/1983;1;2;1;14
2;25/05/1983;2;1;1;11
2;25/05/1983;2;2;2;12
2;25/05/1983;2;2;1;19
2;25/05/1983;2;3;1;18
2;25/05/1983;2;3;1;13
2;25/05/1983;2;3;1;8
2;25/05/1983;2;3;2;11
2;25/05/1983;2;3;1;12
2;25/05/1983;2;4;2;11
2;25/05/1983;3;1;1;13
2;25/05/1983;3;1;1;16
2;25/05/1983;3;2;2;14
2;25/05/1983;3;2;1;13
2;25/05/1983;3;3;1;15
2;25/05/1983;3;4;1;19
2;25/05/1983;3;4;1;12
3;30/05/1983;1;1;1;7
3;30/05/1983;1;1;1;5
3;30/05/1983;1;2;1;9
3;30/05/1983;1;3;1;9
3;30/05/1983;1;3;1;7
3;30/05/1983;1;3;1;11
3;30/05/1983;1;3;1;6
3;30/05/1983;2;1;2;7
3;30/05/1983;2;1;2;8
3;30/05/1983;2;1;1;15
3;30/05/1983;2;2;1;19
3;30/05/1983;2;2;1;12
3;30/05/1983;2;2;1;9
3;30/05/1983;2;3;1;8
3;30/05/1983;2;3;1;13
3;30/05/1983;2;3;1;9
3;30/05/1983;2;4;2;11
3;30/05/1983;2;4;2;9
3;30/05/1983;3;1;1;16
3;30/05/1983;3;1;1;20
3;30/05/1983;3;2;1;9
3;30/05/1983;3;2;1;11
3;30/05/1983;3;3;1;13
3;30/05/1983;3;4;1;14
3;30/05/1983;3;4;2;10
4;07/06/1983;1;1;3;12
4;07/06/1983;1;1;2;17
4;07/06/1983;1;1;2;14
4;07/06/1983;1;1;1;11
4;07/06/1983;1;1;1;7
4;07/06/1983;1;2;1;9
4;07/06/1983;1;2;1;18
4;07/06/1983;1;2;2;15
4;07/06/1983;1;2;7;12
4;07/06/1983;1;2;1;13
4;07/06/1983;1;3;1;13
4;07/06/1983;1;3;1;12
4;07/06/1983;1;3;3;11
4;07/06/1983;1;3;1;15
4;07/06/1983;1;4;2;12
4;07/06/1983;1;4;2;14
4;07/06/1983;1;4;2;9
4;07/06/1983;1;4;1;15
4;07/06/1983;1;4;1;13
4;07/06/1983;1;4;2;11
4;07/06/1983;1;4;1;10
4;07/06/1983;2;1;1;15
4;07/06/1983;2;1;1;16
4;07/06/1983;2;1;1;23
4;07/06/1983;2;2;2;9
4;07/06/1983;2;2;1;7
4;07/06/1983;2;3;4;16
4;07/06/1983;2;3;3;14
4;07/06/1983;2;3;1;19
4;07/06/1983;2;4;1;17
4;07/06/1983;2;4;1;15
4;07/06/1983;2;4;1;11
4;07/06/1983;2;4;1;8
4;07/06/1983;3;1;1;17
4;07/06/1983;3;1;1;17
4;07/06/1983;3;1;2;15
4;07/06/1983;3;1;1;9
4;07/06/1983;3;1;1;12
4;07/06/1983;3;2;1;12
4;07/06/1983;3;2;1;18
4;07/06/1983;3;2;2;17
4;07/06/1983;3;2;1;16
4;07/06/1983;3;2;1;19
4;07/06/1983;3;2;1;13
4;07/06/1983;3;2;2;21
4;07/06/1983;3;2;1;23
4;07/06/1983;3;3;1;6
4;07/06/1983;3;3;1;7
4;07/06/1983;3;3;1;10
4;07/06/1983;3;3;1;11
4;07/06/1983;3;3;1;16
4;07/06/1983;3;3;2;15
4;07/06/1983;3;4;1;9
4;07/06/1983;3;4;1;12
4;07/06/1983;3;4;1;13
4;07/06/1983;3;4;2;15
4;07/06/1983;3;4;2;16
4;07/06/1983;3;4;1;17
4;07/06/1983;3;4;3;18
5;13/06/1983;1;1;1;14
5;13/06/1983;1;2;1;12
5;13/06/1983;1;2;2;8
5;13/06/1983;2;1;0;
5;13/06/1983;3;1;1;19
5;13/06/1983;3;1;1;18
5;13/06/1983;3;2;1;12
5;13/06/1983;3;2;1;15
5;13/06/1983;3;2;1;20
6;20/06/1983;1;1;1;16
6;20/06/1983;1;1;1;13
6;20/06/1983;1;2;1;15
6;20/06/1983;1;2;1;9
6;20/06/1983;1;3;1;11
6;20/06/1983;1;3;1;15
6;20/06/1983;1;4;1;20
6;20/06/1983;2;1;1;12
6;20/06/1983;2;1;2;13
6;20/06/1983;2;2;1;16
6;20/06/1983;2;2;1;20
6;20/06/1983;2;3;1;11
6;20/06/1983;2;3;1;22
6;20/06/1983;2;3;1;18
6;20/06/1983;2;3;1;15
6;20/06/1983;2;3;1;14
6;20/06/1983;2;4;1;14
6;20/06/1983;2;4;1;15
6;20/06/1983;3;1;1;22
6;20/06/1983;3;1;1;19
6;20/06/1983;3;1;1;14
6;20/06/1983;3;2;1;6
6;20/06/1983;3;2;1;7
6;20/06/1983;3;2;1;9
6;20/06/1983;3;2;1;12
6;20/06/1983;3;2;1;22
6;20/06/1983;3;3;1;19
6;20/06/1983;3;3;2;9
6;20/06/1983;3;3;1;11
6;20/06/1983;3;3;1;13
6;20/06/1983;3;3;1;18
6;20/06/1983;3;3;1;23
6;20/06/1983;3;3;1;17
6;20/06/1983;3;4;1;12
6;20/06/1983;3;4;1;17
6;20/06/1983;3;4;1;19
7;27/06/1983;1;1;1;17
7;27/06/1983;1;2;1;20
7;27/06/1983;1;2;1;14
7;27/06/1983;1;2;1;7
7;27/06/1983;2;1;2;9
7;27/06/1983;2;1;1;20
7;27/06/1983;2;2;1;11
7;27/06/1983;2;2;2;12
7;27/06/1983;2;2;1;21
7;27/06/1983;2;2;1;20
7;27/06/1983;2;3;1;14
7;27/06/1983;2;3;1;18
7;27/06/1983;2;4;1;11
7;27/06/1983;2;4;1;6
7;27/06/1983;2;4;1;10
7;27/06/1983;3;1;2;10
7;27/06/1983;3;1;1;9
7;27/06/1983;3;1;1;13
7;27/06/1983;3;2;1;22
7;27/06/1983;3;2;1;13
7;27/06/1983;3;2;1;14
7;27/06/1983;3;2;1;16
7;27/06/1983;3;2;1;7
7;27/06/1983;3;2;1;8
7;27/06/1983;3;3;1;13
7;27/06/1983;3;3;1;14
7;27/06/1983;3;4;1;10
7;27/06/1983;3;4;2;7
7;27/06/1983;3;4;2;9
7;27/06/1983;3;4;1;15
7;27/06/1983;3;4;3;8
8;05/07/1983;1;1;1;18
8;05/07/1983;1;2;1;13
8;05/07/1983;1;3;2;11
8;05/07/1983;1;3;2;12
8;05/07/1983;1;4;1;8
8;05/07/1983;1;4;1;7
8;05/07/1983;1;4;2;10
8;05/07/1983;2;1;2;10
8;05/07/1983;2;1;1;13
8;05/07/1983;2;1;1;7
8;05/07/1983;2;1;2;8
8;05/07/1983;2;1;2;9
8;05/07/1983;2;1;1;12
8;05/07/1983;2;2;3;12
8;05/07/1983;2;3;1;14
8;05/07/1983;2;4;1;14
8;05/07/1983;3;1;1;18
8;05/07/1983;3;1;1;17
8;05/07/1983;3;1;1;14
8;05/07/1983;3;1;1;15
8;05/07/1983;3;1;4;12
8;05/07/1983;3;1;1;10
8;05/07/1983;3;1;1;9
8;05/07/1983;3;1;1;8
8;05/07/1983;3;1;1;6
8;05/07/1983;3;2;1;8
8;05/07/1983;3;2;1;18
8;05/07/1983;3;2;1;15
8;05/07/1983;3;2;2;14
8;05/07/1983;3;2;2;12
8;05/07/1983;3;2;1;16
8;05/07/1983;3;3;1;11
8;05/07/1983;3;3;2;9
8;05/07/1983;3;3;1;8
8;05/07/1983;3;3;1;6
8;05/07/1983;3;3;1;12
8;05/07/1983;3;3;3;13
8;05/07/1983;3;3;1;16
8;05/07/1983;3;4;1;18
8;05/07/1983;3;4;1;12
8;05/07/1983;3;4;1;6
8;05/07/1983;3;4;1;8
8;05/07/1983;3;4;1;11
8;05/07/1983;3;4;1;13
8;05/07/1983;3;4;1;14
8;05/07/1983;3;4;1;17
8;05/07/1983;3;4;1;10
9;12/07/1983;1;1;2;11
9;12/07/1983;1;2;1;9
9;12/07/1983;1;2;1;11
9;12/07/1983;1;3;1;11
9;12/07/1983;1;3;1;9
9;12/07/1983;1;3;1;12
9;12/07/1983;1;3;1;10
9;12/07/1983;2;1;2;8
9;12/07/1983;2;1;1;12
9;12/07/1983;2;1;1;13
9;12/07/1983;2;2;1;8
9;12/07/1983;2;2;1;9
9;12/07/1983;2;2;1;15
9;12/07/1983;2;2;1;12
9;12/07/1983;2;2;1;10
9;12/07/1983;2;3;1;14
9;12/07/1983;2;3;1;13
9;12/07/1983;2;3;1;12
9;12/07/1983;2;3;1;10
9;12/07/1983;2;3;1;9
9;12/07/1983;2;3;2;11
9;12/07/1983;2;4;1;8
9;12/07/1983;2;4;1;11
9;12/07/1983;3;1;1;11
9;12/07/1983;3;1;2;9
9;12/07/1983;3;1;2;8
9;12/07/1983;3;1;4;7
9;12/07/1983;3;2;1;23
9;12/07/1983;3;2;1;18
9;12/07/1983;3;2;1;17
9;12/07/1983;3;2;2;12
9;12/07/1983;3;2;1;11
9;12/07/1983;3;2;1;9
9;12/07/1983;3;2;2;10
9;12/07/1983;3;3;3;8
9;12/07/1983;3;3;2;9
9;12/07/1983;3;3;1;10
9;12/07/1983;3;3;1;11
9;12/07/1983;3;3;2;12
9;12/07/1983;3;3;1;14
9;12/07/1983;3;3;2;17
9;12/07/1983;3;3;1;18
9;12/07/1983;3;4;2;7
9;12/07/1983;3;4;1;6
9;12/07/1983;3;4;1;9
9;12/07/1983;3;4;3;11
9;12/07/1983;3;4;3;12
9;12/07/1983;3;4;1;13
9;12/07/1983;3;4;1;10
10;19/07/1983;1;1;1;8
10;19/07/1983;1;1;1;18
10;19/07/1983;1;1;1;14
10;19/07/1983;1;1;1;13
10;19/07/1983;1;1;2;12
10;19/07/1983;1;2;2;12
10;19/07/1983;1;2;1;18
10;19/07/1983;1;2;1;14
10;19/07/1983;1;2;1;8
10;19/07/1983;1;2;1;13
10;19/07/1983;1;3;1;11
10;19/07/1983;1;3;1;10
10;19/07/1983;1;3;1;9
10;19/07/1983;1;3;2;13
10;19/07/1983;1;3;1;16
10;19/07/1983;1;4;1;10
10;19/07/1983;1;4;3;9
10;19/07/1983;1;4;1;12
10;19/07/1983;1;4;3;13
10;19/07/1983;1;4;1;16
10;19/07/1983;2;1;1;18
10;19/07/1983;2;1;1;17
10;19/07/1983;2;1;1;13
10;19/07/1983;2;1;3;12
10;19/07/1983;2;1;1;11
10;19/07/1983;2;2;1;20
10;19/07/1983;2;2;2;18
10;19/07/1983;2;2;1;11
10;19/07/1983;2;2;1;15
10;19/07/1983;2;3;2;16
10;19/07/1983;2;3;2;14
10;19/07/1983;2;3;1;21
10;19/07/1983;2;3;1;15
10;19/07/1983;2;3;2;12
10;19/07/1983;2;3;1;11
10;19/07/1983;2;4;2;15
10;19/07/1983;2;4;1;14
10;19/07/1983;2;4;2;13
10;19/07/1983;2;4;1;12
10;19/07/1983;3;1;2;12
10;19/07/1983;3;1;1;11
10;19/07/1983;3;1;1;9
10;19/07/1983;3;1;1;8
10;19/07/1983;3;1;1;13
10;19/07/1983;3;1;2;14
10;19/07/1983;3;1;1;24
10;19/07/1983;3;2;1;8
10;19/07/1983;3;2;2;9
10;19/07/1983;3;2;1;10
10;19/07/1983;3;2;3;12
10;19/07/1983;3;2;2;13
10;19/07/1983;3;2;1;14
10;19/07/1983;3;2;1;17
10;19/07/1983;3;3;1;8
10;19/07/1983;3;3;3;16
10;19/07/1983;3;3;1;17
10;19/07/1983;3;3;2;13
10;19/07/1983;3;4;1;20
10;19/07/1983;3;4;3;14
10;19/07/1983;3;4;1;13
11;25/07/1983;1;1;1;16
11;25/07/1983;1;1;1;8
11;25/07/1983;1;1;2;12
11;25/07/1983;1;1;1;15
11;25/07/1983;1;1;1;18
11;25/07/1983;1;1;1;21
11;25/07/1983;1;1;1;14
11;25/07/1983;1;2;1;6
11;25/07/1983;1;2;1;7
11;25/07/1983;1;2;1;9
11;25/07/1983;1;2;1;10
11;25/07/1983;1;2;1;13
11;25/07/1983;1;3;1;11
11;25/07/1983;1;4;1;16
11;25/07/1983;1;4;1;14
11;25/07/1983;1;4;1;9
11;25/07/1983;2;1;1;10
11;25/07/1983;2;1;2;14
11;25/07/1983;2;1;1;15
11;25/07/1983;2;2;1;15
11;25/07/1983;2;2;1;17
11;25/07/1983;2;2;1;11
11;25/07/1983;2;2;1;13
11;25/07/1983;2;2;2;14
11;25/07/1983;2;2;3;12
11;25/07/1983;2;3;1;9
11;25/07/1983;2;3;2;12
11;25/07/1983;2;3;1;15
11;25/07/1983;2;4;2;14
11;25/07/1983;2;4;1;15
11;25/07/1983;2;4;1;16
11;25/07/1983;3;1;1;6
11;25/07/1983;3;1;1;9
11;25/07/1983;3;1;1;10
11;25/07/1983;3;1;2;11
11;25/07/1983;3;1;2;12
11;25/07/1983;3;1;1;20
11;25/07/1983;3;2;2;7
11;25/07/1983;3;2;2;17
11;25/07/1983;3;2;1;8
11;25/07/1983;3;3;1;13
11;25/07/1983;3;4;1;16
11;25/07/1983;3;4;1;11
11;25/07/1983;3;4;2;12
12;02/08/1983;1;1;1;13
12;02/08/1983;1;1;1;14
12;02/08/1983;1;1;1;17
12;02/08/1983;1;1;2;11
12;02/08/1983;1;2;1;9
12;02/08/1983;1;2;1;13
12;02/08/1983;1;2;3;10
12;02/08/1983;1;3;1;8
12;02/08/1983;1;3;1;10
12;02/08/1983;1;3;1;11
12;02/08/1983;1;3;1;13
12;02/08/1983;1;3;1;16
12;02/08/1983;1;3;1;18
12;02/08/1983;1;3;2;20
12;02/08/1983;1;4;1;18
12;02/08/1983;1;4;1;12
12;02/08/1983;1;4;1;11
12;02/08/1983;2;1;4;11
12;02/08/1983;2;1;1;18
12;02/08/1983;2;2;4;10
12;02/08/1983;2;2;1;19
12;02/08/1983;2;2;1;11
12;02/08/1983;2;3;1;20
12;02/08/1983;2;3;1;16
12;02/08/1983;2;3;2;12
12;02/08/1983;2;3;1;15
12;02/08/1983;2;3;1;10
12;02/08/1983;2;3;2;11
12;02/08/1983;2;4;1;15
12;02/08/1983;2;4;2;13
12;02/08/1983;2;4;1;10
12;02/08/1983;2;4;2;8
12;02/08/1983;2;4;1;12
12;02/08/1983;3;1;1;11
12;02/08/1983;3;1;1;10
12;02/08/1983;3;1;1;12
12;02/08/1983;3;2;1;9
12;02/08/1983;3;2;2;10
12;02/08/1983;3;2;1;12
12;02/08/1983;3;2;1;13
12;02/08/1983;3;2;1;14
12;02/08/1983;3;2;2;15
12;02/08/1983;3;2;1;19
12;02/08/1983;3;3;1;14
12;02/08/1983;3;3;1;15
12;02/08/1983;3;3;1;16
12;02/08/1983;3;3;1;17
12;02/08/1983;3;4;1;18
12;02/08/1983;3;4;1;15
12;02/08/1983;3;4;3;13
12;02/08/1983;3;4;1;12
12;02/08/1983;3;4;2;14
12;02/08/1983;3;4;1;9
13;08/08/1983;1;1;0;
13;08/08/1983;1;2;1;8
13;08/08/1983;1;2;1;14
13;08/08/1983;1;2;1;13
13;08/08/1983;1;3;1;8
13;08/08/1983;1;3;1;9
13;08/08/1983;1;3;1;10
13;08/08/1983;1;3;1;11
13;08/08/1983;1;3;1;12
13;08/08/1983;1;3;1;14
13;08/08/1983;1;3;1;16
13;08/08/1983;1;3;1;20
13;08/08/1983;1;4;1;19
13;08/08/1983;1;4;1;17
13;08/08/1983;1;4;1;11
13;08/08/1983;1;4;2;10
13;08/08/1983;2;1;1;16
13;08/08/1983;2;1;4;11
13;08/08/1983;2;1;3;10
13;08/08/1983;2;2;1;13
13;08/08/1983;2;2;1;15
13;08/08/1983;2;2;3;12
13;08/08/1983;2;2;2;11
13;08/08/1983;2;2;2;10
13;08/08/1983;2;2;2;11
13;08/08/1983;2;2;1;9
13;08/08/1983;2;3;3;9
13;08/08/1983;2;3;5;8
13;08/08/1983;2;4;1;15
13;08/08/1983;2;4;3;13
13;08/08/1983;2;4;3;11
13;08/08/1983;2;4;1;8
13;08/08/1983;3;1;1;12
13;08/08/1983;3;1;1;9
13;08/08/1983;3;1;1;25
13;08/08/1983;3;2;2;11
13;08/08/1983;3;2;1;12
13;08/08/1983;3;2;2;13
13;08/08/1983;3;2;1;15
13;08/08/1983;3;2;1;18
13;08/08/1983;3;3;4;12
13;08/08/1983;3;3;1;14
13;08/08/1983;3;3;2;16
13;08/08/1983;3;3;1;15
13;08/08/1983;3;4;1;10
13;08/08/1983;3;4;1;12
13;08/08/1983;3;4;2;11
13;08/08/1983;3;4;1;9
14;16/08/1983;1;1;3;13
14;16/08/1983;1;1;1;21
14;16/08/1983;1;1;1;20
14;16/08/1983;1;1;1;17
14;16/08/1983;1;1;2;14
14;16/08/1983;1;1;1;12
14;16/08/1983;1;1;1;10
14;16/08/1983;1;1;1;9
14;16/08/1983;1;1;2;8
14;16/08/1983;1;1;1;15
14;16/08/1983;1;2;1;15
14;16/08/1983;1;2;2;14
14;16/08/1983;1;2;1;17
14;16/08/1983;1;2;1;16
14;16/08/1983;1;3;1;12
14;16/08/1983;1;3;2;15
14;16/08/1983;1;3;1;14
14;16/08/1983;1;3;1;13
14;16/08/1983;1;4;3;10
14;16/08/1983;1;4;3;13
14;16/08/1983;1;4;2;18
14;16/08/1983;1;4;1;23
14;16/08/1983;1;4;1;15
14;16/08/1983;1;4;1;11
14;16/08/1983;1;4;1;8
14;16/08/1983;2;1;1;25
14;16/08/1983;2;1;1;19
14;16/08/1983;2;1;1;18
14;16/08/1983;2;1;1;16
14;16/08/1983;2;2;2;12
14;16/08/1983;2;2;1;11
14;16/08/1983;2;2;2;10
14;16/08/1983;2;2;1;21
14;16/08/1983;2;3;2;10
14;16/08/1983;2;3;1;16
14;16/08/1983;2;3;1;15
14;16/08/1983;2;3;4;13
14;16/08/1983;2;3;2;9
14;16/08/1983;2;3;1;14
14;16/08/1983;2;3;3;8
14;16/08/1983;2;4;1;15
14;16/08/1983;2;4;1;18
14;16/08/1983;2;4;1;17
14;16/08/1983;2;4;1;13
14;16/08/1983;2;4;1;11
14;16/08/1983;3;1;1;13
14;16/08/1983;3;1;1;12
14;16/08/1983;3;1;2;14
14;16/08/1983;3;1;1;18
14;16/08/1983;3;1;1;28
14;16/08/1983;3;1;1;25
14;16/08/1983;3;1;1;19
14;16/08/1983;3;1;1;17
14;16/08/1983;3;2;2;18
14;16/08/1983;3;2;1;16
14;16/08/1983;3;2;2;15
14;16/08/1983;3;2;1;14
14;16/08/1983;3;3;1;14
14;16/08/1983;3;3;1;19
14;16/08/1983;3;3;1;12
14;16/08/1983;3;4;2;14
14;16/08/1983;3;4;1;21
14;16/08/1983;3;4;1;17
14;16/08/1983;3;4;1;16
14;16/08/1983;3;4;1;15
14;16/08/1983;3;4;3;13
14;16/08/1983;3;4;1;10
14;16/08/1983;3;4;1;22
15;22/08/1983;1;1;2;15
15;22/08/1983;1;1;1;12
15;22/08/1983;1;2;2;8
15;22/08/1983;1;2;2;9
15;22/08/1983;1;3;2;10
15;22/08/1983;1;3;2;13
15;22/08/1983;1;3;1;17
15;22/08/1983;1;3;1;22
15;22/08/1983;1;4;1;14
15;22/08/1983;1;4;1;12
15;22/08/1983;1;4;1;9
15;22/08/1983;1;4;1;8
15;22/08/1983;2;1;1;17
15;22/08/1983;2;1;1;12
15;22/08/1983;2;1;1;11
15;22/08/1983;2;1;1;7
15;22/08/1983;2;2;1;14
15;22/08/1983;2;2;1;12
15;22/08/1983;2;2;1;11
15;22/08/1983;2;2;1;9
15;22/08/1983;2;2;1;8
15;22/08/1983;2;3;3;14
15;22/08/1983;2;3;1;20
15;22/08/1983;2;3;1;13
15;22/08/1983;2;3;1;12
15;22/08/1983;2;3;3;10
15;22/08/1983;2;3;2;8
15;22/08/1983;2;3;1;7
15;22/08/1983;2;4;1;8
15;22/08/1983;2;4;2;11
15;22/08/1983;2;4;1;13
15;22/08/1983;2;4;1;14
15;22/08/1983;2;4;1;17
15;22/08/1983;2;4;2;18
15;22/08/1983;3;1;1;10
15;22/08/1983;3;1;1;11
15;22/08/1983;3;2;1;11
15;22/08/1983;3;2;2;10
15;22/08/1983;3;2;2;14
15;22/08/1983;3;2;1;19
15;22/08/1983;3;3;1;8
15;22/08/1983;3;3;1;11
15;22/08/1983;3;3;2;13
15;22/08/1983;3;3;2;14
15;22/08/1983;3;3;1;18
15;22/08/1983;3;3;1;7
15;22/08/1983;3;4;2;8
15;22/08/1983;3;4;1;11
16;16/04/1984;1;1;0;
16;16/04/1984;2;1;0;
16;16/04/1984;3;1;0;
17;01/05/1984;1;1;0;
17;01/05/1984;2;1;1;11
17;01/05/1984;2;2;1;10
17;01/05/1984;2;2;1;6
17;01/05/1984;2;3;1;5
17;01/05/1984;2;4;1;9
17;01/05/1984;3;1;1;10
17;01/05/1984;3;2;2;9
17;01/05/1984;3;3;1;8
17;01/05/1984;3;4;2;7
18;14/05/1984;1;1;0;
18;14/05/1984;2;1;1;10
18;14/05/1984;3;1;1;7
18;14/05/1984;3;2;2;8
18;14/05/1984;3;2;1;7
18;14/05/1984;3;3;1;7
18;14/05/1984;3;3;1;6
18;14/05/1984;3;4;1;11
19;28/05/1984;1;1;2;12
19;28/05/1984;1;2;2;10
19;28/05/1984;1;2;1;9
19;28/05/1984;1;2;1;14
19;28/05/1984;2;1;1;8
19;28/05/1984;2;1;1;14
19;28/05/1984;2;2;2;10
19;28/05/1984;2;2;1;13
19;28/05/1984;2;2;1;8
19;28/05/1984;2;3;1;11
19;28/05/1984;2;3;1;16
19;28/05/1984;2;4;1;8
19;28/05/1984;2;4;1;12
19;28/05/1984;3;1;1;16
19;28/05/1984;3;1;1;15
19;28/05/1984;3;2;1;23
19;28/05/1984;3;3;1;7
19;28/05/1984;3;3;1;8
19;28/05/1984;3;4;1;14
19;28/05/1984;3;4;2;8
19;28/05/1984;3;4;1;9
19;28/05/1984;3;4;1;20
19;28/05/1984;3;4;2;11
19;28/05/1984;3;4;1;15
19;28/05/1984;3;4;1;10
20;12/06/1984;1;1;1;12
20;12/06/1984;1;1;1;10
20;12/06/1984;1;1;1;13
20;12/06/1984;1;2;2;16
20;12/06/1984;1;3;4;10
20;12/06/1984;1;3;1;14
20;12/06/1984;2;1;1;10
20;12/06/1984;2;1;1;14
20;12/06/1984;2;1;1;16
20;12/06/1984;2;1;2;17
20;12/06/1984;2;2;1;9
20;12/06/1984;2;2;1;10
20;12/06/1984;2;2;1;20
20;12/06/1984;2;2;1;19
20;12/06/1984;2;3;2;14
20;12/06/1984;2;4;1;18
20;12/06/1984;2;4;2;16
20;12/06/1984;2;4;1;13
20;12/06/1984;2;4;1;10
20;12/06/1984;2;4;1;12
20;12/06/1984;3;1;1;20
20;12/06/1984;3;1;1;18
20;12/06/1984;3;1;1;14
20;12/06/1984;3;1;1;10
20;12/06/1984;3;1;1;13
20;12/06/1984;3;2;1;8
20;12/06/1984;3;2;1;19
20;12/06/1984;3;2;1;17
20;12/06/1984;3;2;1;16
20;12/06/1984;3;2;1;14
20;12/06/1984;3;2;1;13
20;12/06/1984;3;2;1;11
20;12/06/1984;3;2;1;7
20;12/06/1984;3;2;1;10
20;12/06/1984;3;3;1;8
20;12/06/1984;3;3;1;11
20;12/06/1984;3;3;1;13
20;12/06/1984;3;3;1;16
20;12/06/1984;3;3;1;22
20;12/06/1984;3;3;1;23
20;12/06/1984;3;4;1;10
20;12/06/1984;3;4;1;9
20;12/06/1984;3;4;1;15
20;12/06/1984;3;4;2;17
20;12/06/1984;3;4;2;18
20;12/06/1984;3;4;2;19
20;12/06/1984;3;4;1;29
21;25/06/1984;1;1;1;11
21;25/06/1984;1;1;2;13
21;25/06/1984;1;2;1;10
21;25/06/1984;1;2;1;19
21;25/06/1984;1;3;1;18
21;25/06/1984;1;3;1;14
21;25/06/1984;1;4;1;13
21;25/06/1984;1;4;1;16
21;25/06/1984;1;4;1;17
21;25/06/1984;2;1;1;13
21;25/06/1984;2;1;1;15
21;25/06/1984;2;2;1;35
21;25/06/1984;2;2;1;22
21;25/06/1984;2;2;1;13
21;25/06/1984;2;3;2;22
21;25/06/1984;2;3;1;25
21;25/06/1984;2;3;1;18
21;25/06/1984;2;3;1;14
21;25/06/1984;2;4;1;17
21;25/06/1984;2;4;2;12
21;25/06/1984;2;4;1;13
21;25/06/1984;2;4;1;15
21;25/06/1984;3;1;1;21
21;25/06/1984;3;1;1;19
21;25/06/1984;3;1;1;18
21;25/06/1984;3;1;1;16
21;25/06/1984;3;1;2;13
21;25/06/1984;3;1;3;15
21;25/06/1984;3;2;1;10
21;25/06/1984;3;2;1;20
21;25/06/1984;3;2;1;22
21;25/06/1984;3;3;1;6
21;25/06/1984;3;3;2;10
21;25/06/1984;3;3;2;18
21;25/06/1984;3;3;2;21
21;25/06/1984;3;3;1;19
21;25/06/1984;3;4;1;7
21;25/06/1984;3;4;1;10
21;25/06/1984;3;4;2;12
22;09/07/1984;1;1;1;16
22;09/07/1984;1;2;1;12
22;09/07/1984;1;2;1;11
22;09/07/1984;1;3;1;8
22;09/07/1984;2;1;1;19
22;09/07/1984;2;1;1;12
22;09/07/1984;2;1;1;11
22;09/07/1984;2;2;1;20
22;09/07/1984;2;2;1;17
22;09/07/1984;2;3;1;12
22;09/07/1984;2;3;1;21
22;09/07/1984;2;3;1;14
22;09/07/1984;3;1;1;14
22;09/07/1984;3;1;1;12
22;09/07/1984;3;2;1;19
22;09/07/1984;3;3;1;20
22;09/07/1984;3;3;1;14
22;09/07/1984;3;3;1;13
23;24/07/1984;1;1;1;11
23;24/07/1984;1;1;2;8
23;24/07/1984;1;1;1;10
23;24/07/1984;1;1;3;13
23;24/07/1984;1;1;1;9
23;24/07/1984;1;2;1;7
23;24/07/1984;1;2;2;9
23;24/07/1984;1;2;1;10
23;24/07/1984;1;2;1;12
23;24/07/1984;1;2;1;13
23;24/07/1984;1;3;2;13
23;24/07/1984;1;3;1;6
23;24/07/1984;1;3;2;11
23;24/07/1984;1;3;1;10
23;24/07/1984;1;3;1;9
23;24/07/1984;1;3;2;8
23;24/07/1984;1;3;1;7
23;24/07/1984;2;1;1;10
23;24/07/1984;2;1;1;8
23;24/07/1984;2;2;1;10
23;24/07/1984;2;2;1;9
23;24/07/1984;2;2;2;8
23;24/07/1984;2;3;1;8
23;24/07/1984;2;3;1;7
23;24/07/1984;2;3;1;12
23;24/07/1984;2;4;1;11
23;24/07/1984;2;4;1;10
23;24/07/1984;2;4;2;9
23;24/07/1984;2;4;1;7
23;24/07/1984;3;1;1;15
23;24/07/1984;3;1;1;14
23;24/07/1984;3;1;1;17
23;24/07/1984;3;1;1;20
23;24/07/1984;3;2;2;7
23;24/07/1984;3;2;2;13
23;24/07/1984;3;2;1;14
23;24/07/1984;3;3;1;15
23;24/07/1984;3;3;2;14
23;24/07/1984;3;3;1;15
23;24/07/1984;3;4;1;7
23;24/07/1984;3;4;2;8
23;24/07/1984;3;4;2;12
23;24/07/1984;3;4;1;18
24;07/08/1984;1;1;1;8
24;07/08/1984;1;1;1;17
24;07/08/1984;1;2;1;14
24;07/08/1984;1;2;1;12
24;07/08/1984;1;2;1;11
24;07/08/1984;1;3;1;14
24;07/08/1984;1;3;1;15
24;07/08/1984;1;4;1;10
24;07/08/1984;1;4;2;11
24;07/08/1984;1;4;1;13
24;07/08/1984;1;4;1;14
24;07/08/1984;1;4;1;16
24;07/08/1984;1;4;2;17
24;07/08/1984;1;4;1;18
24;07/08/1984;1;4;1;22
24;07/08/1984;2;1;1;9
24;07/08/1984;2;1;1;11
24;07/08/1984;2;1;1;15
24;07/08/1984;2;1;3;14
24;07/08/1984;2;1;1;13
24;07/08/1984;2;1;2;12
24;07/08/1984;2;1;1;10
24;07/08/1984;2;2;1;10
24;07/08/1984;2;3;1;23
24;07/08/1984;2;3;1;19
24;07/08/1984;2;3;1;14
24;07/08/1984;2;3;1;15
